?cls	?pred	?val	?synType
<https://w3id.org/pmd/co/PMD_0050031>	<http://www.w3.org/2000/01/rdf-schema#label>	"natural rubber"@en	
<http://purl.obolibrary.org/obo/CHEBI_24859>	<http://www.w3.org/2000/01/rdf-schema#label>	"iodine atom"	
<https://w3id.org/pmd/co/PMD_0020036>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of rhenium"@en	
<https://w3id.org/pmd/co/PMD_0000947>	<http://www.w3.org/2000/01/rdf-schema#label>	"speed of sound"@en	
<https://w3id.org/pmd/co/PMD_0020102>	<http://www.w3.org/2000/01/rdf-schema#label>	"mass proportion"@en	
<https://w3id.org/pmd/co/PMD_0060006>	<http://www.w3.org/2000/01/rdf-schema#label>	"device specification"@en	
<https://w3id.org/pmd/co/PMD_0000532>	<http://www.w3.org/2000/01/rdf-schema#label>	"biological property analyzing process"@en	
<https://w3id.org/pmd/co/PMD_0000532>	<http://www.w3.org/2000/01/rdf-schema#label>	"Biologische Eigenschaften Analyseverfahren"@de	
<https://w3id.org/pmd/co/PMD_0000612>	<http://www.w3.org/2000/01/rdf-schema#label>	"disassembling"@en	
<https://w3id.org/pmd/co/PMD_0000612>	<http://www.w3.org/2000/01/rdf-schema#label>	"Zerlegen"@de	
<https://w3id.org/pmd/co/PMD_0000939>	<http://www.w3.org/2000/01/rdf-schema#label>	"soldering function"@en	
<https://w3id.org/pmd/co/PMD_0000939>	<http://www.w3.org/2000/01/rdf-schema#label>	"Lötfunktion"@de	
<https://w3id.org/pmd/co/PMD_0000890>	<http://www.w3.org/2000/01/rdf-schema#label>	"connected material entity aggregate"@en	
<https://w3id.org/pmd/co/PMD_0000977>	<http://www.w3.org/2000/01/rdf-schema#label>	"textile joining"@en	
<https://w3id.org/pmd/co/PMD_0000977>	<http://www.w3.org/2000/01/rdf-schema#label>	"Textiles Fügen"@de	
<http://purl.obolibrary.org/obo/CHEBI_33367>	<http://www.w3.org/2000/01/rdf-schema#label>	"darmstadtium"	
<https://w3id.org/pmd/co/PMD_0050016>	<http://www.w3.org/2000/01/rdf-schema#label>	"polystyrene"@en	
<https://w3id.org/pmd/co/PMD_0000562>	<http://www.w3.org/2000/01/rdf-schema#label>	"coarse grained simulation"@en	
<https://w3id.org/pmd/co/PMD_0000562>	<http://www.w3.org/2000/01/rdf-schema#label>	"Coarse Grained Simulation"@de	
<http://purl.obolibrary.org/obo/BFO_0000001>	<http://www.w3.org/2000/01/rdf-schema#label>	"entity"@en	
<https://w3id.org/pmd/co/PMD_0000828>	<http://www.w3.org/2000/01/rdf-schema#label>	"magnetizing function"@en	
<https://w3id.org/pmd/co/PMD_0000828>	<http://www.w3.org/2000/01/rdf-schema#label>	"Magnetisierungsfunktion"@de	
<https://w3id.org/pmd/co/PMD_0000666>	<http://www.w3.org/2000/01/rdf-schema#label>	"gravimetrical analyzing process"@en	
<https://w3id.org/pmd/co/PMD_0000666>	<http://www.w3.org/2000/01/rdf-schema#label>	"Gravimetrisches Analyseverfahren"@de	
<http://purl.obolibrary.org/obo/CHEBI_30452>	<http://www.w3.org/2000/01/rdf-schema#label>	"tellurium atom"	
<https://w3id.org/pmd/co/PMD_0000963>	<http://www.w3.org/2000/01/rdf-schema#label>	"Überkritisches Fluid-Chromatographiesystem"@de	
<https://w3id.org/pmd/co/PMD_0000963>	<http://www.w3.org/2000/01/rdf-schema#label>	"supercritical fluid chromatography system"@en	
<https://w3id.org/pmd/co/PMD_0050008>	<http://www.w3.org/2000/01/rdf-schema#label>	"linear low-density polyethylene"@en	
<http://purl.obolibrary.org/obo/CHEBI_30501>	<http://www.w3.org/2000/01/rdf-schema#label>	"beryllium atom"	
<https://w3id.org/pmd/co/PMD_0020049>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of helium"@en	
<https://w3id.org/pmd/co/PMD_0050101>	<http://www.w3.org/2000/01/rdf-schema#label>	"silicate glasses"@en	
<https://w3id.org/pmd/co/PMD_0000501>	<http://www.w3.org/2000/01/rdf-schema#label>	"1D"@en	
<https://w3id.org/pmd/co/PMD_0000540>	<http://www.w3.org/2000/01/rdf-schema#label>	"burning"@en	
<https://w3id.org/pmd/co/PMD_0000540>	<http://www.w3.org/2000/01/rdf-schema#label>	"Brennen"@de	
<http://purl.obolibrary.org/obo/BFO_0000017>	<http://www.w3.org/2000/01/rdf-schema#label>	"realizable entity"@en	
<https://w3id.org/pmd/co/PMD_0000806>	<http://www.w3.org/2000/01/rdf-schema#label>	"joining"@en	
<https://w3id.org/pmd/co/PMD_0000806>	<http://www.w3.org/2000/01/rdf-schema#label>	"Fügen"@de	
<http://purl.obolibrary.org/obo/CHEBI_33397>	<http://www.w3.org/2000/01/rdf-schema#label>	"lawrencium atom"	
<http://purl.obolibrary.org/obo/CHEBI_27563>	<http://www.w3.org/2000/01/rdf-schema#label>	"arsenic atom"	
<https://w3id.org/pmd/co/PMD_0020035>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of niobium"@en	
<https://w3id.org/pmd/co/PMD_0000955>	<http://www.w3.org/2000/01/rdf-schema#label>	"structural material"@en	
<https://w3id.org/pmd/co/PMD_0020115>	<http://www.w3.org/2000/01/rdf-schema#label>	"aerosol"@en	
<https://w3id.org/pmd/co/PMD_0020101>	<http://www.w3.org/2000/01/rdf-schema#label>	"proportion"@en	
<https://w3id.org/pmd/co/PMD_0020065>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of selenium"@en	
<http://purl.obolibrary.org/obo/CHEBI_33314>	<http://www.w3.org/2000/01/rdf-schema#label>	"radon atom"	
<https://w3id.org/pmd/co/PMD_0050067>	<http://www.w3.org/2000/01/rdf-schema#label>	"Nitride Ceramics"@en	
<http://purl.obolibrary.org/obo/CHEBI_33375>	<http://www.w3.org/2000/01/rdf-schema#label>	"gadolinium atom"	
<https://w3id.org/pmd/co/PMD_0020051>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of nickel"@en	
<https://w3id.org/pmd/co/PMD_0000976>	<http://www.w3.org/2000/01/rdf-schema#label>	"testing function"@en	
<https://w3id.org/pmd/co/PMD_0000976>	<http://www.w3.org/2000/01/rdf-schema#label>	"Testfunktion"@de	
<http://purl.obolibrary.org/obo/OBI_0001930>	<http://www.w3.org/2000/01/rdf-schema#label>	"categorical value specification"	
<http://purl.obolibrary.org/obo/CHEBI_30514>	<http://www.w3.org/2000/01/rdf-schema#label>	"caesium atom"	
<https://w3id.org/pmd/co/PMD_0000561>	<http://www.w3.org/2000/01/rdf-schema#label>	"cleaning device"@en	
<https://w3id.org/pmd/co/PMD_0000561>	<http://www.w3.org/2000/01/rdf-schema#label>	"Reinigungsgerät"@de	
<https://w3id.org/pmd/co/PMD_0000553>	<http://www.w3.org/2000/01/rdf-schema#label>	"chemical potential"@en	
<https://w3id.org/pmd/co/PMD_0000784>	<http://www.w3.org/2000/01/rdf-schema#label>	"high performance liquid chromatography system"@en	
<https://w3id.org/pmd/co/PMD_0000784>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hochleistungsflüssigkeitschromatographiesystem"@de	
<https://w3id.org/pmd/co/PMD_0000819>	<http://www.w3.org/2000/01/rdf-schema#label>	"light microscopy"@en	
<https://w3id.org/pmd/co/PMD_0000819>	<http://www.w3.org/2000/01/rdf-schema#label>	"Lichtmikroskopie"@de	
<https://w3id.org/pmd/co/PMD_0000857>	<http://www.w3.org/2000/01/rdf-schema#label>	"microstructure"@en	
<https://w3id.org/pmd/co/PMD_0050007>	<http://www.w3.org/2000/01/rdf-schema#label>	"high-density polyethylene"@en	
<https://w3id.org/pmd/co/PMD_0000968>	<http://www.w3.org/2000/01/rdf-schema#label>	"temperature change device"@en	
<https://w3id.org/pmd/co/PMD_0000968>	<http://www.w3.org/2000/01/rdf-schema#label>	"Temperaturänderungswerkzeug"@de	
<http://purl.obolibrary.org/obo/CHEBI_25805>	<http://www.w3.org/2000/01/rdf-schema#label>	"oxygen atom"	
<https://w3id.org/pmd/co/PMD_0050059>	<http://www.w3.org/2000/01/rdf-schema#label>	"magnesia-stabilized zirconia"@en	
<https://w3id.org/pmd/co/PMD_0050037>	<http://www.w3.org/2000/01/rdf-schema#label>	"polylactic acid"@en	
<http://purl.obolibrary.org/obo/CHEBI_49648>	<http://www.w3.org/2000/01/rdf-schema#label>	"holmium atom"	
<https://w3id.org/pmd/co/PMD_0000626>	<http://www.w3.org/2000/01/rdf-schema#label>	"electron spectroscopy"@en	
<https://w3id.org/pmd/co/PMD_0000626>	<http://www.w3.org/2000/01/rdf-schema#label>	"Elektronenspektroskopie"@de	
<http://purl.obolibrary.org/obo/BFO_0000030>	<http://www.w3.org/2000/01/rdf-schema#label>	"object"@en	
<http://purl.obolibrary.org/obo/CHEBI_33396>	<http://www.w3.org/2000/01/rdf-schema#label>	"nobelium"	
<https://w3id.org/pmd/co/PMD_0000849>	<http://www.w3.org/2000/01/rdf-schema#label>	"mechanical property analyzing process"@en	
<https://w3id.org/pmd/co/PMD_0000849>	<http://www.w3.org/2000/01/rdf-schema#label>	"Mechanische Eigenschaften Analyseverfahren"@de	
<https://w3id.org/pmd/co/PMD_0050045>	<http://www.w3.org/2000/01/rdf-schema#label>	"porcelain"@en	
<http://purl.obolibrary.org/obo/IAO_0000409>	<http://www.w3.org/2000/01/rdf-schema#label>	"denotator type"@en	
<https://w3id.org/pmd/co/PMD_0020078>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of manganese"@en	
<https://w3id.org/pmd/co/PMD_0050023>	<http://www.w3.org/2000/01/rdf-schema#label>	"epoxy resins"@en	
<https://w3id.org/pmd/co/PMD_0020064>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of thallium"@en	
<https://w3id.org/pmd/co/PMD_0000984>	<http://www.w3.org/2000/01/rdf-schema#label>	"thermocycler"@en	
<https://w3id.org/pmd/co/PMD_0000984>	<http://www.w3.org/2000/01/rdf-schema#label>	"Thermocycler"@de	
<https://w3id.org/pmd/co/PMD_0000005>	<http://www.w3.org/2000/01/rdf-schema#label>	"behavioral material property"@en	
<http://purl.obolibrary.org/obo/CHEBI_33319>	<http://www.w3.org/2000/01/rdf-schema#label>	"lanthanoid atom"	
<http://purl.obolibrary.org/obo/CHEBI_33388>	<http://www.w3.org/2000/01/rdf-schema#label>	"plutonium atom"	
<https://w3id.org/pmd/co/PMD_0000618>	<http://www.w3.org/2000/01/rdf-schema#label>	"elastic modulus"@en	
<http://purl.obolibrary.org/obo/CHEBI_30145>	<http://www.w3.org/2000/01/rdf-schema#label>	"lithium atom"	
<https://w3id.org/pmd/co/PMD_0000835>	<http://www.w3.org/2000/01/rdf-schema#label>	"mass spectrometer"@en	
<https://w3id.org/pmd/co/PMD_0000835>	<http://www.w3.org/2000/01/rdf-schema#label>	"Massenspektrometer"@de	
<https://w3id.org/pmd/co/PMD_0020056>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of fluorine"@en	
<https://w3id.org/pmd/co/PMD_0020094>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of scandium"@en	
<https://w3id.org/pmd/co/PMD_0000604>	<http://www.w3.org/2000/01/rdf-schema#label>	"dielectric constant"@en	
<https://w3id.org/pmd/co/PMD_0000639>	<http://www.w3.org/2000/01/rdf-schema#label>	"ferrous alloy"@en	
<https://w3id.org/pmd/co/PMD_0000590>	<http://www.w3.org/2000/01/rdf-schema#label>	"cryogenic freezer"@en	
<https://w3id.org/pmd/co/PMD_0000590>	<http://www.w3.org/2000/01/rdf-schema#label>	"Kryogefrierschrank"@de	
<https://w3id.org/pmd/co/PMD_0050058>	<http://www.w3.org/2000/01/rdf-schema#label>	"Yttria-Stabilized Zirconia (YSZ)"@en	
<https://w3id.org/pmd/co/PMD_0020129>	<http://www.w3.org/2000/01/rdf-schema#label>	"reversible process"@en	
<https://w3id.org/pmd/co/PMD_0020080>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of beryllium"@en	
<https://w3id.org/pmd/co/PMD_0050107>	<http://www.w3.org/2000/01/rdf-schema#label>	"pyrex-type glass"@en	
<https://w3id.org/pmd/co/PMD_0050036>	<http://www.w3.org/2000/01/rdf-schema#label>	"biodegradable polymers"@en	
<http://purl.obolibrary.org/obo/CHEBI_27698>	<http://www.w3.org/2000/01/rdf-schema#label>	"vanadium atom"	
<https://w3id.org/pmd/co/PMD_0000582>	<http://www.w3.org/2000/01/rdf-schema#label>	"computing device"@en	
<https://w3id.org/pmd/co/PMD_0000582>	<http://www.w3.org/2000/01/rdf-schema#label>	"Computer"@de	
<http://purl.obolibrary.org/obo/BFO_0000028>	<http://www.w3.org/2000/01/rdf-schema#label>	"three-dimensional spatial region"@en	
<http://purl.obolibrary.org/obo/BFO_0000141>	<http://www.w3.org/2000/01/rdf-schema#label>	"immaterial entity"@en	
<https://w3id.org/pmd/co/PMD_0000848>	<http://www.w3.org/2000/01/rdf-schema#label>	"mechanical property"@en	
<https://w3id.org/pmd/co/PMD_0000997>	<http://www.w3.org/2000/01/rdf-schema#label>	"ultrasonic cleaner"@en	
<https://w3id.org/pmd/co/PMD_0000997>	<http://www.w3.org/2000/01/rdf-schema#label>	"Ultraschallreiniger"@de	
<https://w3id.org/pmd/co/PMD_0020072>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of sodium"@en	
<https://w3id.org/pmd/co/PMD_0050088>	<http://www.w3.org/2000/01/rdf-schema#label>	"superconducting ceramics"@en	
<https://w3id.org/pmd/co/PMD_0000983>	<http://www.w3.org/2000/01/rdf-schema#label>	"thermocouple"@en	
<https://w3id.org/pmd/co/PMD_0000983>	<http://www.w3.org/2000/01/rdf-schema#label>	"Thermoelement"@de	
<https://w3id.org/pmd/co/PMD_0050074>	<http://www.w3.org/2000/01/rdf-schema#label>	"composite ceramics"@en	
<https://w3id.org/pmd/co/PMD_0020112>	<http://www.w3.org/2000/01/rdf-schema#label>	"grain size distribution"@en	
<https://w3id.org/pmd/co/PMD_0000513>	<http://www.w3.org/2000/01/rdf-schema#label>	"aging process"@en	
<https://w3id.org/pmd/co/PMD_0000513>	<http://www.w3.org/2000/01/rdf-schema#label>	"Alterungsprozess"@de	
<https://w3id.org/pmd/co/PMD_0000617>	<http://www.w3.org/2000/01/rdf-schema#label>	"dynamic mechanical analyzer"@en	
<https://w3id.org/pmd/co/PMD_0000617>	<http://www.w3.org/2000/01/rdf-schema#label>	"Dynamischer mechanischer Analysator"@de	
<https://w3id.org/pmd/co/PMD_0000798>	<http://www.w3.org/2000/01/rdf-schema#label>	"ion microscopy"@en	
<https://w3id.org/pmd/co/PMD_0000798>	<http://www.w3.org/2000/01/rdf-schema#label>	"Ionenmikroskopie"@de	
<https://w3id.org/pmd/co/PMD_0020093>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of vanadium"@en	
<https://w3id.org/pmd/co/PMD_0000878>	<http://www.w3.org/2000/01/rdf-schema#label>	"optical property analyzing process"@en	
<https://w3id.org/pmd/co/PMD_0000878>	<http://www.w3.org/2000/01/rdf-schema#label>	"Optische Eigenschaften Analyseverfahren"@de	
<https://w3id.org/pmd/co/PMD_0050071>	<http://www.w3.org/2000/01/rdf-schema#label>	"boride ceramics"@en	
<https://w3id.org/pmd/co/PMD_0000567>	<http://www.w3.org/2000/01/rdf-schema#label>	"coating device"@en	
<https://w3id.org/pmd/co/PMD_0000567>	<http://www.w3.org/2000/01/rdf-schema#label>	"Beschichtungsgerät"@de	
<https://w3id.org/pmd/co/PMD_0000647>	<http://www.w3.org/2000/01/rdf-schema#label>	"forming by bending"@en	
<https://w3id.org/pmd/co/PMD_0000647>	<http://www.w3.org/2000/01/rdf-schema#label>	"Biegeumformen"@de	
<https://w3id.org/pmd/co/PMD_0001022>	<http://www.w3.org/2000/01/rdf-schema#label>	"x-ray computed tomography system"@en	
<https://w3id.org/pmd/co/PMD_0001022>	<http://www.w3.org/2000/01/rdf-schema#label>	"Röntgen-Computertomographiesystem"@de	
<https://w3id.org/pmd/co/PMD_0000633>	<http://www.w3.org/2000/01/rdf-schema#label>	"environmental chamber"@en	
<https://w3id.org/pmd/co/PMD_0000633>	<http://www.w3.org/2000/01/rdf-schema#label>	"Umweltschrank"@de	
<http://purl.obolibrary.org/obo/CHEBI_33348>	<http://www.w3.org/2000/01/rdf-schema#label>	"tantalum atom"	
<https://w3id.org/pmd/co/PMD_0000864>	<http://www.w3.org/2000/01/rdf-schema#label>	"morphological property"@en	
<https://w3id.org/pmd/co/PMD_0000861>	<http://www.w3.org/2000/01/rdf-schema#label>	"mohs hardness"@en	
<https://w3id.org/pmd/co/PMD_0050106>	<http://www.w3.org/2000/01/rdf-schema#label>	"borosilicate glass"@en	
<https://w3id.org/pmd/co/PMD_0020085>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of iridium"@en	
<https://w3id.org/pmd/co/PMD_0001007>	<http://www.w3.org/2000/01/rdf-schema#label>	"waterjet cutter"@en	
<https://w3id.org/pmd/co/PMD_0001007>	<http://www.w3.org/2000/01/rdf-schema#label>	"Wasserstrahlschneider"@de	
<https://w3id.org/pmd/co/PMD_0000630>	<http://www.w3.org/2000/01/rdf-schema#label>	"emission of wave radiation"@en	
<http://purl.obolibrary.org/obo/BFO_0000146>	<http://www.w3.org/2000/01/rdf-schema#label>	"fiat surface"@en	
<https://w3id.org/pmd/co/PMD_0050087>	<http://www.w3.org/2000/01/rdf-schema#label>	"hard ferrites"@en	
<https://w3id.org/pmd/co/PMD_0050136>	<http://www.w3.org/2000/01/rdf-schema#label>	"fluorine-doped tin oxide glass"@en	
<https://w3id.org/pmd/co/PMD_0050122>	<http://www.w3.org/2000/01/rdf-schema#label>	"specialty glasses"@en	
<http://purl.obolibrary.org/obo/CHEBI_25555>	<http://www.w3.org/2000/01/rdf-schema#label>	"nitrogen atom"	
<http://purl.obolibrary.org/obo/CHEBI_25107>	<http://www.w3.org/2000/01/rdf-schema#label>	"magnesium atom"	
<https://w3id.org/pmd/co/PMD_0000981>	<http://www.w3.org/2000/01/rdf-schema#label>	"thermal property"@en	
<https://w3id.org/pmd/co/PMD_0000877>	<http://www.w3.org/2000/01/rdf-schema#label>	"optical property"@en	
<https://w3id.org/pmd/co/PMD_0050114>	<http://www.w3.org/2000/01/rdf-schema#label>	"phosphate glass"@en	
<http://purl.obolibrary.org/obo/CHEBI_30415>	<http://www.w3.org/2000/01/rdf-schema#label>	"astatine atom"	
<http://purl.obolibrary.org/obo/CHEBI_28685>	<http://www.w3.org/2000/01/rdf-schema#label>	"molybdenum atom"	
<https://w3id.org/pmd/co/PMD_0000926>	<http://www.w3.org/2000/01/rdf-schema#label>	"scratch testing process"@en	
<https://w3id.org/pmd/co/PMD_0000926>	<http://www.w3.org/2000/01/rdf-schema#label>	"Ritzhärteprüfverfahren"@de	
<https://w3id.org/pmd/co/PMD_0000646>	<http://www.w3.org/2000/01/rdf-schema#label>	"Umformen"@de	
<https://w3id.org/pmd/co/PMD_0000646>	<http://www.w3.org/2000/01/rdf-schema#label>	"forming"@en	
<https://w3id.org/pmd/co/PMD_0000596>	<http://www.w3.org/2000/01/rdf-schema#label>	"deformation"@en	
<https://w3id.org/pmd/co/PMD_0000904>	<http://www.w3.org/2000/01/rdf-schema#label>	"primary shaping from the granular or powdered state"@en	
<https://w3id.org/pmd/co/PMD_0000904>	<http://www.w3.org/2000/01/rdf-schema#label>	"Urformen Aus Dem Körnerförmigen Oder Pulverförmigen Zustand"@de	
<https://w3id.org/pmd/co/PMD_0050149>	<http://www.w3.org/2000/01/rdf-schema#label>	"amorphous metal glass"@en	
<https://w3id.org/pmd/co/PMD_0020133>	<http://www.w3.org/2000/01/rdf-schema#label>	"mass"@en	
<http://purl.obolibrary.org/obo/BFO_0000035>	<http://www.w3.org/2000/01/rdf-schema#label>	"process boundary"@en	
<https://w3id.org/pmd/co/PMD_0000588>	<http://www.w3.org/2000/01/rdf-schema#label>	"creep testing machine"@en	
<https://w3id.org/pmd/co/PMD_0000588>	<http://www.w3.org/2000/01/rdf-schema#label>	"Kriechprüfmaschine"@de	
<http://purl.obolibrary.org/obo/CHEBI_33346>	<http://www.w3.org/2000/01/rdf-schema#label>	"rutherfordium atom"	
<https://w3id.org/pmd/co/PMD_0000527>	<http://www.w3.org/2000/01/rdf-schema#label>	"atomistic monte carlo simulation"@en	
<https://w3id.org/pmd/co/PMD_0000527>	<http://www.w3.org/2000/01/rdf-schema#label>	"Atomistische Monte Carlo Simulation"@de	
<https://w3id.org/pmd/co/PMD_0050135>	<http://www.w3.org/2000/01/rdf-schema#label>	"indium tin oxide coated glass"@en	
<https://w3id.org/pmd/co/PMD_0000994>	<http://www.w3.org/2000/01/rdf-schema#label>	"torsion testing machine"@en	
<https://w3id.org/pmd/co/PMD_0000994>	<http://www.w3.org/2000/01/rdf-schema#label>	"Torsionsprüfmaschine"@de	
<https://w3id.org/pmd/co/PMD_0050127>	<http://www.w3.org/2000/01/rdf-schema#label>	"laminated glass"@en	
<http://purl.obolibrary.org/obo/CHEBI_33250>	<http://www.w3.org/2000/01/rdf-schema#label>	"atom"	
<https://w3id.org/pmd/co/PMD_0000519>	<http://www.w3.org/2000/01/rdf-schema#label>	"application of electric field"@en	
<https://w3id.org/pmd/co/PMD_0020099>	<http://www.w3.org/2000/01/rdf-schema#label>	"bravais lattice (3d)"@en	
<https://w3id.org/pmd/co/PMD_0000821>	<http://www.w3.org/2000/01/rdf-schema#label>	"Maschinelles Lernen"@de	
<https://w3id.org/pmd/co/PMD_0000821>	<http://www.w3.org/2000/01/rdf-schema#label>	"machine learning"@en	
<https://w3id.org/pmd/co/PMD_0050151>	<http://www.w3.org/2000/01/rdf-schema#label>	"magnesium-based metallic glass"@en	
<https://w3id.org/pmd/co/PMD_0000925>	<http://www.w3.org/2000/01/rdf-schema#label>	"scratch testing machine"@en	
<https://w3id.org/pmd/co/PMD_0000925>	<http://www.w3.org/2000/01/rdf-schema#label>	"Kratzprüfmaschine"@de	
<https://w3id.org/pmd/co/PMD_0020000>	<http://www.w3.org/2000/01/rdf-schema#label>	"phase (spatial)"@en	
<http://purl.obolibrary.org/obo/CHEBI_27998>	<http://www.w3.org/2000/01/rdf-schema#label>	"tungsten"	
<https://w3id.org/pmd/co/PMD_0000917>	<http://www.w3.org/2000/01/rdf-schema#label>	"rheometer"@en	
<https://w3id.org/pmd/co/PMD_0000917>	<http://www.w3.org/2000/01/rdf-schema#label>	"Rheometer"@de	
<https://w3id.org/pmd/co/PMD_0000903>	<http://www.w3.org/2000/01/rdf-schema#label>	"primary shaping from the gaseous or vapor state"@en	
<https://w3id.org/pmd/co/PMD_0000903>	<http://www.w3.org/2000/01/rdf-schema#label>	"Urformen Aus Dem Gasförmigen Oder Dampfförmigen Zustand"@de	
<http://purl.obolibrary.org/obo/CHEBI_30430>	<http://www.w3.org/2000/01/rdf-schema#label>	"indium atom"	
<https://w3id.org/pmd/co/PMD_0000898>	<http://www.w3.org/2000/01/rdf-schema#label>	"pressure measuring function"@en	
<https://w3id.org/pmd/co/PMD_0000898>	<http://www.w3.org/2000/01/rdf-schema#label>	"Druckmessfunktion"@de	
<https://w3id.org/pmd/co/PMD_0000941>	<http://www.w3.org/2000/01/rdf-schema#label>	"spalling testing process"@en	
<https://w3id.org/pmd/co/PMD_0000941>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abplatzprüfverfahren"@de	
<https://w3id.org/pmd/co/PMD_0000054>	<http://www.w3.org/2000/01/rdf-schema#label>	"heating function"@en	
<https://w3id.org/pmd/co/PMD_0000054>	<http://www.w3.org/2000/01/rdf-schema#label>	"Heizfunktion"@de	
<https://w3id.org/pmd/co/PMD_0001014>	<http://www.w3.org/2000/01/rdf-schema#label>	"x-ray analyzing process"@en	
<https://w3id.org/pmd/co/PMD_0001014>	<http://www.w3.org/2000/01/rdf-schema#label>	"Röntgen Analyseverfahren"@de	
<https://w3id.org/pmd/co/PMD_0050143>	<http://www.w3.org/2000/01/rdf-schema#label>	"bioactive glass"@en	
<https://w3id.org/pmd/co/PMD_0000587>	<http://www.w3.org/2000/01/rdf-schema#label>	"crack growth"@en	
<http://purl.obolibrary.org/obo/BFO_0000009>	<http://www.w3.org/2000/01/rdf-schema#label>	"two-dimensional spatial region"@en	
<https://w3id.org/pmd/co/PMD_0000933>	<http://www.w3.org/2000/01/rdf-schema#label>	"simulation process"@en	
<https://w3id.org/pmd/co/PMD_0000933>	<http://www.w3.org/2000/01/rdf-schema#label>	"Simulationsprozess"@de	
<https://w3id.org/pmd/co/PMD_0000771>	<http://www.w3.org/2000/01/rdf-schema#label>	"handsaw"@en	
<https://w3id.org/pmd/co/PMD_0000771>	<http://www.w3.org/2000/01/rdf-schema#label>	"Handsäge"@de	
<http://purl.obolibrary.org/obo/CHEBI_33361>	<http://www.w3.org/2000/01/rdf-schema#label>	"meitnerium atom"	
<https://w3id.org/pmd/co/PMD_0000548>	<http://www.w3.org/2000/01/rdf-schema#label>	"change of phase"@en	
<https://w3id.org/pmd/co/PMD_0000779>	<http://www.w3.org/2000/01/rdf-schema#label>	"Wärmebehandlung"@de	
<https://w3id.org/pmd/co/PMD_0000779>	<http://www.w3.org/2000/01/rdf-schema#label>	"heat treatment"@en	
<https://w3id.org/pmd/co/PMD_0020205>	<http://www.w3.org/2000/01/rdf-schema#label>	"defect (role)"@en	
<https://w3id.org/pmd/co/PMD_0020043>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of barium"@en	
<https://w3id.org/pmd/co/PMD_0000506>	<http://www.w3.org/2000/01/rdf-schema#label>	"accoustic property"@en	
<http://purl.obolibrary.org/obo/CHEBI_33353>	<http://www.w3.org/2000/01/rdf-schema#label>	"technetium atom"	
<https://w3id.org/pmd/co/PMD_0000946>	<http://www.w3.org/2000/01/rdf-schema#label>	"spectrum"@en	
<http://purl.obolibrary.org/obo/CHEBI_194539>	<http://www.w3.org/2000/01/rdf-schema#label>	"tennessine atom"	
<https://w3id.org/pmd/co/PMD_0050142>	<http://www.w3.org/2000/01/rdf-schema#label>	"tellurite glass"@en	
<http://purl.obolibrary.org/obo/BFO_0000008>	<http://www.w3.org/2000/01/rdf-schema#label>	"temporal region"@en	
<https://w3id.org/pmd/co/PMD_0060005>	<http://www.w3.org/2000/01/rdf-schema#label>	"categorical measurement datum"@en	
<http://purl.obolibrary.org/obo/CHEBI_25016>	<http://www.w3.org/2000/01/rdf-schema#label>	"lead atom"	
<http://purl.obolibrary.org/obo/CHEBI_33374>	<http://www.w3.org/2000/01/rdf-schema#label>	"samarium atom"	
<http://purl.obolibrary.org/obo/BFO_0000182>	<http://www.w3.org/2000/01/rdf-schema#label>	"history"@en	
<https://w3id.org/pmd/co/PMD_0000531>	<http://www.w3.org/2000/01/rdf-schema#label>	"biocompatibility analyzing process"@en	
<https://w3id.org/pmd/co/PMD_0000531>	<http://www.w3.org/2000/01/rdf-schema#label>	"Analyseverfahren der Biokompatibilität"@de	
<https://w3id.org/pmd/co/PMD_0000932>	<http://www.w3.org/2000/01/rdf-schema#label>	"simulation device"@en	
<https://w3id.org/pmd/co/PMD_0000932>	<http://www.w3.org/2000/01/rdf-schema#label>	"Simulationsknoten"@de	
<https://w3id.org/pmd/co/PMD_0000770>	<http://www.w3.org/2000/01/rdf-schema#label>	"hand circular saw"@en	
<https://w3id.org/pmd/co/PMD_0000770>	<http://www.w3.org/2000/01/rdf-schema#label>	"Handkreissäge"@de	
<https://w3id.org/pmd/co/PMD_0000896>	<http://www.w3.org/2000/01/rdf-schema#label>	"pressure"@en	
<https://w3id.org/pmd/co/PMD_0050092>	<http://www.w3.org/2000/01/rdf-schema#label>	"bioinert ceramics"@en	
<http://purl.obolibrary.org/obo/CHEBI_30682>	<http://www.w3.org/2000/01/rdf-schema#label>	"ruthenium atom"	
